year,conference,Rk,School,G,W,L,W%,,ORtg,DRtg,NRtg,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,SRS,SOS,Pace
2023,Big East,3,Creighton,37,5,6,0.649,,109.6,98.1,11.5,27.4,58.5,0.469,8.6,24.4,0.354,0.542,13.0,16.6,0.783,8.3,37.0,15.7,5.0,4.1,11.6,13.1,68.4,17.83,9.8,69.3
2023,Big East,4,UConn,39,6,5,0.795,,114.9,93.8,21.1,27.7,59.8,0.464,9.1,24.9,0.363,0.539,14.0,18.4,0.761,13.0,39.3,17.5,6.3,4.9,12.9,17.7,64.1,22.95,8.51,68.4
2023,Big East,5,Providence,33,6,6,0.636,,111.2,102.1,9.1,27.3,59.8,0.456,6.6,19.1,0.346,0.511,16.1,21.7,0.742,12.1,38.1,14.6,6.8,4.5,11.7,15.0,71.0,12.89,6.55,68.2
2023,Big East,6,Seton Hall,33,6,7,0.515,,100.9,96.1,4.8,23.8,54.1,0.439,5.8,17.7,0.325,0.492,15.1,22.0,0.686,10.6,35.1,12.2,8.2,4.3,13.8,17.8,65.1,11.0,8.5,67.8
2023,Big East,7,Villanova,34,5,9,0.5,,106.7,103.8,2.9,23.7,54.5,0.436,8.7,26.0,0.334,0.515,13.4,16.4,0.82,7.2,31.7,11.1,5.7,1.7,10.1,15.8,67.7,10.61,8.69,65.0
2023,Big East,8,St. John's (NY),33,3,8,0.545,,103.3,100.4,2.9,29.4,65.4,0.449,5.8,17.7,0.331,0.494,12.7,18.2,0.699,13.1,40.1,15.2,8.2,3.7,14.0,16.2,75.2,8.64,6.49,73.8
2023,Big East,9,Butler,32,3,10,0.438,,97.0,101.0,-4.0,24.1,55.2,0.436,6.5,19.8,0.327,0.495,10.6,14.3,0.739,6.5,29.9,12.6,6.8,4.3,11.8,13.4,67.9,5.85,8.54,67.2
2023,Big East,10,DePaul,33,2,12,0.303,,100.4,109.0,-8.6,25.4,59.4,0.427,8.3,22.5,0.368,0.497,12.1,16.4,0.739,9.2,32.4,13.8,6.4,4.7,12.9,18.3,77.3,2.9,9.03,69.8
2023,Big East,11,Georgetown,32,1,11,0.219,,99.1,111.3,-12.2,25.6,60.4,0.423,5.8,18.7,0.309,0.471,12.6,17.6,0.718,10.8,36.0,11.9,6.2,4.6,12.3,14.4,78.1,-1.07,7.52,69.6
2024,Big East,1,UConn,40,9,3,0.925,,123.3,96.0,27.3,29.4,59.2,0.497,8.5,23.8,0.358,0.569,14.1,18.9,0.743,11.7,38.8,18.7,6.2,5.4,9.6,16.3,63.4,26.7,8.7,66.0
2024,Big East,2,Creighton,35,8,5,0.714,,116.2,100.9,15.2,29.0,60.0,0.484,10.7,29.1,0.368,0.573,11.7,14.8,0.788,8.4,38.1,16.8,3.8,4.1,10.6,11.5,69.9,20.07,9.53,67.6
2024,Big East,3,Marquette,37,7,5,0.73,,112.0,100.2,11.8,29.1,61.0,0.478,8.8,25.1,0.352,0.55,10.9,15.6,0.703,8.7,32.8,15.9,8.6,3.5,10.0,15.0,69.8,19.27,11.02,69.4
2024,Big East,4,Seton Hall,37,5,7,0.676,,108.1,102.4,5.7,26.7,59.0,0.452,6.2,18.4,0.336,0.504,14.2,18.2,0.782,12.0,37.3,13.0,7.6,4.8,12.6,15.2,69.9,12.67,8.8,67.4
2024,Big East,5,St. John's (NY),33,5,6,0.606,,113.3,103.4,9.9,29.4,64.8,0.453,7.2,21.1,0.341,0.509,12.9,17.7,0.728,14.4,38.8,15.7,7.0,5.5,10.9,18.0,71.9,16.49,9.58,69.6
2024,Big East,6,Providence,35,4,7,0.6,,104.7,99.5,5.2,25.5,57.5,0.443,8.3,25.5,0.325,0.515,13.2,18.3,0.722,9.2,35.9,13.6,6.4,4.6,12.1,15.8,68.8,12.56,8.93,68.4
2024,Big East,7,Villanova,34,4,8,0.529,,106.9,99.8,7.0,24.3,57.2,0.425,9.3,27.4,0.338,0.506,12.4,15.3,0.808,8.5,34.8,12.9,5.8,2.4,9.6,15.3,65.6,14.44,9.82,64.3
2024,Big East,8,Butler,33,4,7,0.545,,108.6,103.8,4.8,27.9,61.7,0.453,8.4,23.6,0.355,0.521,12.8,16.2,0.791,9.3,35.2,15.1,6.2,3.3,10.9,13.8,73.7,12.18,9.49,69.4
2024,Big East,9,Xavier,34,3,9,0.471,,106.1,104.4,1.7,27.1,62.2,0.436,6.8,19.9,0.342,0.491,14.7,19.8,0.746,11.8,38.1,16.2,6.9,3.4,11.6,16.8,74.6,12.23,11.03,71.5
2024,Big East,10,Georgetown,32,2,10,0.281,,104.3,114.6,-10.3,24.2,58.3,0.415,8.3,23.9,0.346,0.486,14.1,19.8,0.714,12.2,34.1,12.2,5.7,3.1,12.2,16.7,77.9,0.68,7.72,67.4
2024,Big East,11,DePaul,32,0,11,0.094,,94.7,119.6,-24.9,22.7,53.6,0.423,6.3,18.7,0.335,0.481,13.2,17.9,0.733,7.3,29.7,12.3,5.3,3.1,13.6,15.1,81.8,-6.23,10.8,68.4
2025,Big East,1,St. John's (NY),36,8,2,0.861,,110.3,92.5,17.8,29.3,65.7,0.445,6.1,20.4,0.301,0.492,13.8,19.9,0.691,14.9,41.3,15.7,8.9,5.2,10.9,16.7,65.8,21.25,8.56,70.1
2025,Big East,2,Creighton,36,6,5,0.694,,110.7,102.7,8.0,27.1,56.7,0.477,9.6,27.7,0.345,0.561,11.8,16.2,0.728,8.4,37.4,17.1,3.6,4.5,12.2,11.1,70.0,16.49,11.04,67.7
2025,Big East,3,UConn,35,7,4,0.686,,117.6,103.9,13.7,27.3,57.4,0.475,8.5,24.5,0.348,0.55,14.0,17.7,0.791,11.2,35.7,17.3,5.4,6.2,11.1,18.3,68.0,17.87,8.87,64.6
2025,Big East,4,Marquette,34,7,6,0.676,,111.6,100.2,11.4,27.7,62.4,0.444,9.4,29.0,0.326,0.52,11.6,16.2,0.72,10.9,34.1,13.7,9.0,3.6,9.4,16.0,68.7,18.19,10.37,68.1
2025,Big East,5,Xavier,34,5,7,0.647,,111.7,102.4,9.3,26.6,57.0,0.467,8.4,21.4,0.391,0.541,16.5,20.9,0.789,7.8,33.3,16.7,7.7,2.5,10.9,15.7,71.6,15.25,8.72,69.4
2025,Big East,6,Villanova,36,3,8,0.583,,115.7,106.5,9.1,25.7,56.0,0.46,9.6,24.5,0.39,0.545,13.0,16.3,0.796,9.6,34.2,12.4,5.6,2.3,9.8,15.7,68.2,13.28,7.45,63.8
2025,Big East,7,Georgetown,34,3,9,0.529,,105.2,101.6,3.5,26.8,60.6,0.442,7.5,23.1,0.323,0.504,10.9,15.5,0.704,11.3,35.2,14.1,7.9,3.7,11.6,15.6,69.6,8.18,5.77,68.4
2025,Big East,8,Butler,35,2,9,0.429,,110.2,110.4,-0.2,25.5,55.5,0.46,8.5,23.1,0.37,0.537,15.1,20.4,0.74,8.5,34.9,13.9,4.0,2.7,11.0,13.6,74.9,10.03,10.14,67.6
2025,Big East,9,Providence,32,2,9,0.375,,106.6,108.4,-1.7,25.2,57.3,0.44,9.3,26.1,0.356,0.521,11.6,16.9,0.686,11.3,37.1,12.9,5.0,3.4,12.7,17.2,72.5,7.17,8.33,66.6
2025,Big East,10,DePaul,34,2,10,0.412,,104.7,107.6,-2.9,25.9,58.1,0.446,9.2,26.8,0.344,0.525,11.4,16.1,0.705,9.1,34.4,15.4,6.1,3.6,12.5,16.3,74.5,5.3,7.33,67.7
2025,Big East,11,Seton Hall,32,0,11,0.219,,94.0,107.2,-13.2,22.1,55.3,0.4,5.3,16.8,0.312,0.447,12.1,18.2,0.663,11.2,31.1,11.2,8.1,3.4,12.5,18.0,70.2,-0.26,8.36,64.7
2015,Mid-American,1,Buffalo,33,9,7,0.697,,108.5,99.3,9.2,25.4,58.2,0.435,6.0,17.7,0.341,0.487,17.8,24.8,0.719,12.7,38.2,13.1,7.5,4.0,11.5,18.6,68.3,7.93,1.6,68.7
2015,Mid-American,2,Central Michigan,32,6,7,0.719,,117.0,102.2,14.8,26.5,56.8,0.467,10.1,27.0,0.373,0.556,15.2,20.9,0.725,10.2,33.8,14.0,7.1,2.6,10.2,17.6,68.3,5.56,-1.1,66.6
2015,Mid-American,3,Kent State,35,10,6,0.657,,105.0,99.9,5.0,22.8,53.4,0.427,7.1,19.8,0.361,0.494,13.4,20.4,0.658,11.6,34.9,10.5,5.1,3.8,11.2,18.4,62.9,2.04,-0.94,62.1
2015,Mid-American,4,Bowling Green,33,10,5,0.636,,103.9,98.2,5.7,23.6,54.7,0.431,6.6,19.6,0.337,0.491,12.7,17.8,0.714,10.8,35.0,12.3,6.6,3.7,11.7,16.7,62.9,2.93,-1.25,63.8
2015,Mid-American,5,Toledo,33,9,7,0.606,,111.1,104.9,6.3,26.2,55.7,0.47,5.9,16.2,0.366,0.523,17.0,22.9,0.742,10.9,36.5,13.1,5.2,3.3,12.3,17.1,71.0,4.86,0.62,67.2
2015,Mid-American,6,Western Michigan,34,5,9,0.588,,107.7,105.6,2.1,24.1,53.0,0.454,6.9,19.1,0.364,0.52,15.5,22.1,0.703,9.9,32.6,12.5,6.5,2.3,11.9,18.1,69.2,0.25,0.19,64.8
2015,Mid-American,7,Akron,35,2,9,0.6,,104.8,96.9,7.9,23.5,56.6,0.416,9.4,26.8,0.35,0.498,11.6,17.6,0.658,12.0,35.7,12.4,6.6,4.4,12.1,18.7,62.9,3.65,-0.47,64.7
2015,Mid-American,8,Eastern Michigan,35,4,10,0.6,,102.9,94.5,8.4,23.0,56.1,0.411,6.6,21.2,0.31,0.469,16.8,23.3,0.718,11.5,36.3,10.6,8.7,4.5,11.7,18.8,63.7,1.96,-0.14,66.7
2015,Mid-American,9,Miami (OH),32,3,10,0.406,,99.8,104.7,-4.8,23.1,52.5,0.44,5.8,17.1,0.342,0.496,14.3,20.1,0.709,8.4,30.8,11.7,7.7,2.0,12.8,18.8,69.6,-3.75,0.31,65.4
2015,Mid-American,10,Northern Illinois,30,4,11,0.467,,101.4,102.3,-0.9,22.0,51.4,0.428,5.0,15.7,0.317,0.477,16.7,24.5,0.68,12.4,34.6,9.8,7.5,2.4,14.2,19.1,66.3,-1.79,-0.14,64.0
2015,Mid-American,11,Ohio,30,1,11,0.333,,100.1,106.9,-6.8,24.2,55.9,0.433,7.2,21.2,0.341,0.498,11.9,16.2,0.735,8.9,34.1,11.4,5.1,4.3,12.7,17.1,72.2,-4.15,0.45,67.2
2015,Mid-American,12,Ball State,30,1,14,0.233,,99.9,105.5,-5.6,22.3,52.7,0.423,7.8,22.8,0.342,0.497,13.0,18.7,0.693,10.1,32.7,12.8,5.3,2.4,14.1,19.2,69.0,-5.06,0.04,64.0
2016,Mid-American,1,Akron,35,6,8,0.743,,110.4,98.0,12.4,26.0,60.3,0.432,11.7,30.5,0.383,0.528,12.9,18.8,0.684,10.7,37.4,14.5,5.4,3.9,10.9,17.7,68.0,5.55,-1.24,69.2
2016,Mid-American,2,Ohio,35,5,6,0.657,,110.7,105.5,5.2,26.8,56.9,0.47,8.5,21.9,0.386,0.544,16.5,21.7,0.759,8.3,35.7,13.9,4.5,3.7,11.8,18.1,74.8,1.9,-1.18,70.4
2016,Mid-American,3,Ball State,35,6,8,0.6,,104.8,98.8,6.0,24.4,54.8,0.446,8.7,23.4,0.373,0.525,13.3,19.1,0.693,9.4,36.4,14.6,5.5,3.6,13.3,19.0,66.8,0.11,-2.98,66.2
2016,Mid-American,4,Buffalo,35,5,9,0.571,,105.9,102.9,2.9,26.1,59.9,0.437,7.5,22.2,0.339,0.499,17.6,24.8,0.71,12.1,38.9,12.6,6.9,3.5,13.6,21.4,75.3,1.34,0.9,72.6
2016,Mid-American,5,Central Michigan,33,4,8,0.515,,111.8,107.6,4.2,26.3,59.5,0.441,9.8,27.8,0.353,0.524,13.2,18.4,0.719,9.8,34.9,13.4,4.7,2.7,9.2,18.4,72.8,-0.67,-1.3,67.4
2016,Mid-American,6,Kent State,32,6,8,0.594,,107.5,105.5,2.0,26.1,58.5,0.446,5.8,17.6,0.328,0.495,15.9,23.3,0.683,12.7,37.6,11.7,5.3,3.3,11.8,18.1,72.4,-1.53,-1.47,68.1
2016,Mid-American,7,Eastern Michigan,33,4,11,0.545,,106.0,102.1,3.9,26.5,59.4,0.446,5.7,18.2,0.311,0.494,18.7,25.9,0.721,11.7,36.2,11.5,9.5,3.7,12.9,20.4,74.5,-0.14,1.24,72.5
2016,Mid-American,8,Northern Illinois,34,3,10,0.618,,103.8,96.3,7.5,24.8,57.9,0.427,7.0,20.0,0.349,0.488,15.9,23.3,0.684,12.2,39.1,13.9,7.4,3.5,12.6,20.2,67.2,-0.46,-1.2,69.3
2016,Mid-American,9,Toledo,32,6,8,0.531,,110.2,101.5,8.7,27.0,58.8,0.46,8.2,22.6,0.364,0.53,15.3,20.5,0.747,9.6,36.3,16.3,5.2,2.0,11.7,17.3,71.4,2.96,-2.36,70.4
2016,Mid-American,10,Western Michigan,32,2,12,0.406,,104.0,104.5,-0.4,24.6,57.0,0.431,6.2,17.8,0.346,0.485,17.9,25.2,0.712,11.2,37.2,11.9,5.7,2.5,12.5,19.8,73.5,-2.07,0.06,68.7
2016,Mid-American,11,Miami (OH),33,3,11,0.394,,96.6,104.0,-7.4,21.8,54.0,0.404,5.4,17.6,0.306,0.454,14.3,19.6,0.729,9.9,32.4,10.2,6.6,2.2,12.2,18.7,68.2,-5.91,-0.25,65.6
2016,Mid-American,12,Bowling Green,34,7,8,0.471,,101.8,104.2,-2.4,25.0,56.3,0.444,6.0,16.6,0.361,0.497,14.7,22.4,0.656,10.1,36.4,11.7,6.1,3.3,12.6,19.3,72.3,-5.88,-1.85,69.4
2017,Mid-American,1,Akron,36,7,6,0.75,,113.2,104.1,9.1,26.4,56.5,0.466,10.2,27.3,0.372,0.556,14.1,20.7,0.683,9.9,34.6,14.4,5.5,3.3,11.7,18.1,70.8,3.59,-1.21,68.0
2017,Mid-American,2,Ball State,34,7,7,0.618,,106.7,102.3,4.4,27.3,59.2,0.461,9.4,24.7,0.379,0.54,14.7,20.5,0.718,9.9,37.7,15.6,6.0,3.5,14.6,19.4,75.5,-1.45,-3.57,72.7
2017,Mid-American,3,Buffalo,32,8,7,0.531,,106.1,101.4,4.7,27.4,60.8,0.451,7.5,22.7,0.33,0.513,15.4,22.2,0.692,12.4,40.5,14.3,5.7,4.0,14.2,23.0,74.2,0.92,-1.01,72.9
2017,Mid-American,4,Ohio,31,7,6,0.645,,106.8,96.9,9.9,26.9,59.3,0.455,9.2,23.9,0.384,0.532,13.9,20.2,0.69,9.2,36.8,13.4,5.9,2.8,12.5,17.7,69.9,3.9,-2.56,72.1
2017,Mid-American,5,Western Michigan,32,3,9,0.5,,106.4,106.1,0.4,27.0,59.8,0.451,6.5,17.6,0.371,0.505,15.1,21.4,0.704,11.6,36.1,12.9,5.7,2.8,12.5,18.8,75.3,-0.78,-0.55,70.7
2017,Mid-American,6,Kent State,36,7,5,0.611,,107.0,101.4,5.6,27.4,63.9,0.428,7.1,22.3,0.32,0.484,15.1,21.0,0.719,15.0,40.4,12.5,6.4,3.7,12.9,19.0,73.0,0.88,-1.63,70.7
2017,Mid-American,7,Toledo,34,4,10,0.5,,109.7,105.3,4.4,27.8,57.8,0.48,7.7,21.3,0.362,0.547,15.4,22.2,0.695,10.0,37.5,16.2,4.0,2.7,13.1,16.9,75.5,1.16,-0.9,69.2
2017,Mid-American,8,Bowling Green,32,3,12,0.406,,100.1,104.3,-4.2,26.0,61.2,0.425,6.9,20.1,0.342,0.481,14.7,22.1,0.667,11.0,36.0,12.2,6.9,2.7,12.8,19.5,76.7,-6.0,-2.0,72.7
2017,Mid-American,9,Eastern Michigan,33,5,10,0.485,,108.3,101.7,6.6,27.8,62.0,0.449,6.4,18.7,0.343,0.5,15.7,21.7,0.725,12.7,36.4,13.4,9.6,4.4,12.1,21.3,73.0,-0.18,0.16,71.2
2017,Mid-American,10,Northern Illinois,32,6,9,0.469,,101.8,99.7,2.2,25.9,59.1,0.438,5.0,16.1,0.312,0.48,15.4,22.8,0.677,12.5,37.8,10.8,7.1,2.5,13.4,19.3,70.7,-3.29,-2.05,69.3
2017,Mid-American,11,Central Michigan,32,5,9,0.5,,112.2,111.5,0.8,28.5,67.3,0.424,12.5,34.8,0.358,0.516,18.8,23.8,0.791,11.4,38.9,11.3,5.7,2.9,11.3,19.1,87.7,-5.76,-2.63,77.8
2017,Mid-American,12,Miami (OH),32,1,13,0.344,,97.4,103.3,-5.8,24.6,56.7,0.434,6.2,20.2,0.308,0.488,14.9,21.5,0.691,9.3,34.1,11.4,7.4,3.9,14.6,20.1,74.5,-8.16,-2.1,71.6
2018,Mid-American,1,Buffalo,36,8,5,0.75,,113.4,102.0,11.3,30.7,64.8,0.473,9.8,26.3,0.37,0.549,13.5,19.3,0.699,11.9,38.6,16.6,6.3,4.1,12.4,21.0,76.2,7.99,0.25,73.9
2018,Mid-American,2,Toledo,34,9,6,0.676,,113.0,106.5,6.5,26.9,57.4,0.467,9.6,24.0,0.401,0.551,15.7,21.3,0.737,9.4,36.9,15.5,3.7,4.0,11.6,15.9,74.5,2.65,-1.75,69.9
2018,Mid-American,3,Eastern Michigan,35,7,9,0.629,,105.0,97.9,7.1,26.7,57.4,0.464,6.7,19.9,0.335,0.522,11.7,17.1,0.683,10.2,35.1,12.9,8.7,6.5,12.8,16.0,66.8,-0.23,-2.81,67.5
2018,Mid-American,4,Ball State,32,5,10,0.594,,104.7,102.6,2.1,26.8,59.2,0.452,7.7,22.7,0.337,0.516,14.2,20.1,0.705,10.0,37.8,14.2,5.3,3.5,13.2,17.1,73.8,-1.22,-2.0,71.1
2018,Mid-American,5,Kent State,34,2,11,0.5,,103.1,104.0,-0.8,25.6,60.3,0.425,7.5,23.0,0.326,0.487,14.3,19.6,0.728,11.5,35.9,11.6,5.9,3.6,13.0,18.8,73.6,-3.73,-1.76,70.3
2018,Mid-American,6,Western Michigan,32,6,7,0.531,,107.7,105.3,2.4,26.4,60.2,0.439,7.3,21.2,0.344,0.499,15.0,20.6,0.727,11.1,35.3,12.7,6.5,3.1,10.7,17.5,73.4,-2.22,-1.99,69.4
2018,Mid-American,7,Miami (OH),34,6,11,0.471,,102.6,100.7,1.9,26.1,59.0,0.442,8.9,25.8,0.343,0.517,11.1,16.1,0.686,10.0,36.2,13.3,7.6,2.6,13.3,16.7,70.7,-3.56,-1.15,68.7
2018,Mid-American,8,Bowling Green,32,6,9,0.5,,103.6,106.2,-2.6,25.8,61.3,0.421,7.5,21.6,0.349,0.483,16.7,22.8,0.732,11.6,38.3,13.3,5.9,2.6,12.8,17.8,77.8,-6.38,-2.88,71.9
2018,Mid-American,9,Central Michigan,36,6,9,0.583,,112.0,105.1,6.9,26.5,60.8,0.436,9.9,28.8,0.343,0.517,15.9,19.8,0.806,11.3,36.3,13.7,6.3,3.3,11.6,15.9,73.9,-1.39,-3.24,69.1
2018,Mid-American,10,Ohio,31,2,10,0.452,,100.5,101.3,-0.8,27.1,61.1,0.443,7.9,21.3,0.369,0.508,13.3,18.7,0.712,8.4,36.4,14.3,6.7,3.3,13.3,16.1,75.9,-2.52,-1.65,72.6
2018,Mid-American,11,Akron,32,2,10,0.438,,102.7,107.9,-5.1,24.8,57.0,0.435,9.5,26.6,0.358,0.518,12.7,18.2,0.696,9.6,33.5,13.1,5.9,2.5,13.8,19.9,75.3,-6.82,-1.92,69.0
2018,Mid-American,12,Northern Illinois,32,1,13,0.406,,104.2,108.2,-4.0,26.5,58.1,0.456,5.3,16.0,0.33,0.502,14.1,19.5,0.726,9.8,34.4,9.2,6.7,1.8,11.8,18.6,75.2,-6.71,-1.71,69.3
2019,Mid-American,1,Buffalo,36,12,3,0.889,,112.8,94.7,18.1,30.1,65.1,0.462,9.6,28.4,0.337,0.535,14.6,21.3,0.687,12.6,40.8,16.6,7.3,3.9,12.0,18.3,70.8,15.56,2.62,74.5
2019,Mid-American,2,Toledo,33,8,5,0.758,,109.4,97.3,12.1,27.3,60.3,0.453,9.8,26.0,0.378,0.534,12.4,16.1,0.772,9.9,38.8,16.3,5.2,4.6,12.2,15.7,68.4,8.21,0.71,69.7
2019,Mid-American,3,Bowling Green,34,5,8,0.647,,106.9,100.0,6.9,27.8,62.8,0.443,8.0,22.4,0.357,0.507,14.9,22.2,0.67,12.0,41.1,12.6,6.7,2.6,12.1,17.5,73.4,4.24,0.86,72.8
2019,Mid-American,4,Kent State,33,8,7,0.667,,107.5,104.7,2.8,26.6,61.6,0.432,7.9,23.5,0.337,0.496,14.1,19.4,0.724,12.5,35.9,13.0,6.8,3.6,11.5,18.2,73.2,1.26,0.61,69.4
2019,Mid-American,5,Central Michigan,35,7,6,0.657,,110.5,102.7,7.9,28.3,62.2,0.455,8.7,23.5,0.371,0.525,17.4,25.9,0.671,12.0,37.7,13.3,7.6,3.1,12.1,16.9,76.9,2.79,-0.34,73.6
2019,Mid-American,6,Eastern Michigan,32,4,10,0.469,,102.3,102.7,-0.5,25.6,57.0,0.449,5.8,19.8,0.295,0.5,11.9,18.9,0.629,12.5,36.1,11.5,7.4,4.5,13.8,16.5,69.2,0.4,4.43,66.5
2019,Mid-American,7,Akron,33,1,10,0.515,,100.1,92.9,7.2,24.2,59.0,0.409,9.0,28.2,0.32,0.485,11.5,16.3,0.705,9.5,36.5,12.1,5.6,3.2,11.8,17.2,63.8,4.86,1.09,68.5
2019,Mid-American,8,Northern Illinois,34,5,9,0.5,,106.5,102.6,4.0,27.6,58.7,0.471,6.7,18.9,0.357,0.529,11.7,16.0,0.731,8.9,34.7,11.0,5.5,2.2,11.9,19.2,71.0,2.58,1.11,68.4
2019,Mid-American,9,Miami (OH),32,4,10,0.469,,102.6,101.0,1.5,24.3,57.7,0.421,8.4,26.0,0.323,0.494,13.9,19.6,0.709,11.0,37.2,10.9,6.1,2.7,12.9,18.2,69.8,0.77,2.31,68.8
2019,Mid-American,10,Ball State,33,8,7,0.485,,103.1,98.3,4.8,26.9,57.3,0.47,6.1,18.8,0.325,0.523,15.1,21.5,0.702,9.3,37.7,12.9,6.6,3.6,14.5,17.5,71.6,3.39,1.21,71.7
2019,Mid-American,11,Ohio,31,3,10,0.452,,96.9,101.9,-5.1,25.9,59.3,0.437,6.0,20.4,0.295,0.488,12.3,19.4,0.633,10.7,37.2,14.5,6.5,3.7,14.5,16.3,73.8,-1.84,3.16,71.5
2019,Mid-American,12,Western Michigan,32,2,14,0.25,,98.5,107.0,-8.5,24.2,56.9,0.425,7.1,22.6,0.315,0.487,14.7,21.3,0.691,10.8,37.4,11.7,4.6,2.4,15.3,17.6,76.2,-6.26,1.48,70.2
2021,Mid-American,1,Toledo,30,7,5,0.7,,114.0,102.1,11.9,28.4,62.3,0.456,10.5,28.1,0.372,0.54,13.8,17.7,0.78,10.7,37.6,16.0,6.1,2.5,11.1,15.3,72.6,6.59,-1.88,70.2
2021,Mid-American,2,Akron,23,5,5,0.652,,110.2,101.8,8.5,27.3,61.5,0.444,9.4,28.3,0.333,0.52,14.1,18.7,0.758,11.4,38.9,13.3,4.9,3.7,11.8,18.0,72.2,1.85,-1.96,70.1
2021,Mid-American,3,Buffalo,25,5,3,0.64,,108.6,97.3,11.3,30.6,66.5,0.461,7.0,20.7,0.338,0.514,13.1,19.5,0.671,14.8,43.8,15.9,8.0,4.1,13.9,17.7,72.9,6.5,-1.58,74.2
2021,Mid-American,4,Kent State,23,6,5,0.652,,107.6,99.7,7.9,27.6,62.3,0.443,8.0,24.7,0.326,0.508,13.4,17.3,0.778,12.6,39.1,14.3,6.8,3.3,13.6,17.0,71.1,1.74,-1.9,70.9
2021,Mid-American,5,Bowling Green,26,10,3,0.538,,106.8,102.8,4.0,27.8,66.6,0.418,8.2,25.7,0.319,0.48,13.6,18.5,0.736,12.5,38.3,12.6,7.1,2.2,9.8,17.0,74.6,-0.17,-2.37,71.9
2021,Mid-American,6,Miami (OH),23,5,6,0.522,,106.7,105.6,1.0,26.0,59.5,0.437,8.6,23.5,0.365,0.509,11.7,15.1,0.776,9.8,34.7,12.1,4.4,2.6,10.8,16.9,71.6,-2.67,-2.72,67.4
2021,Mid-American,7,Ohio,25,4,4,0.68,,110.6,101.4,9.2,29.1,60.8,0.479,8.4,23.7,0.352,0.548,12.6,17.9,0.703,9.6,35.3,17.5,6.4,2.1,12.0,15.8,72.6,5.48,-0.57,71.6
2021,Mid-American,8,Ball State,23,3,8,0.435,,102.7,103.7,-1.0,26.7,60.2,0.443,8.5,24.8,0.342,0.513,13.0,17.3,0.751,10.0,36.9,13.8,5.5,2.4,14.3,19.2,75.5,-1.96,-1.22,72.0
2021,Mid-American,9,Western Michigan,21,3,7,0.238,,92.4,105.4,-13.0,23.8,54.9,0.433,6.7,20.3,0.33,0.494,8.9,13.9,0.639,8.0,33.8,11.7,4.4,2.0,14.5,16.5,72.0,-11.51,-1.21,68.3
2021,Mid-American,10,Central Michigan,23,2,9,0.304,,102.5,106.5,-4.0,27.4,61.6,0.445,6.6,20.1,0.329,0.499,15.3,22.7,0.673,10.5,36.2,10.7,8.2,2.9,13.3,17.2,79.8,-12.34,-4.19,74.9
2021,Mid-American,11,Eastern Michigan,18,1,8,0.333,,98.6,106.0,-7.4,24.9,59.8,0.416,7.1,22.8,0.311,0.475,13.5,18.1,0.745,9.4,33.0,11.0,8.8,2.4,12.3,15.2,75.7,-14.23,-1.23,71.4
2021,Mid-American,12,Northern Illinois,19,1,9,0.158,,91.8,114.1,-22.3,24.0,60.2,0.399,5.5,16.9,0.324,0.444,8.8,14.4,0.615,12.8,36.0,10.7,5.8,3.4,13.7,18.0,77.4,-17.9,-2.8,67.4
2022,Mid-American,1,Toledo,34,9,5,0.765,,113.7,97.7,16.0,29.9,62.4,0.479,6.9,19.5,0.354,0.535,13.2,17.5,0.754,10.6,39.9,15.3,5.5,2.8,10.2,15.1,68.6,6.26,-3.22,70.3
2022,Mid-American,2,Kent State,34,8,5,0.676,,105.6,96.6,9.0,25.1,56.8,0.441,7.6,22.7,0.333,0.508,13.6,18.2,0.746,10.4,35.9,12.4,7.1,3.4,12.2,18.1,65.2,-0.13,-3.07,67.5
2022,Mid-American,3,Akron,34,8,4,0.706,,109.8,97.3,12.4,24.3,52.9,0.46,7.8,22.0,0.354,0.533,14.2,20.6,0.689,9.8,34.9,11.6,5.9,3.2,11.4,15.8,62.6,0.91,-3.93,64.1
2022,Mid-American,4,Ohio,35,8,6,0.714,,107.3,98.5,8.8,25.7,59.5,0.431,9.0,26.9,0.335,0.507,13.7,18.8,0.729,10.0,34.1,12.6,7.5,2.6,10.5,14.4,67.9,1.5,-4.17,69.0
2022,Mid-American,5,Buffalo,30,9,6,0.633,,110.3,99.7,10.6,29.7,65.2,0.455,8.5,24.9,0.342,0.52,12.0,17.0,0.709,14.2,42.4,15.0,7.1,4.6,13.2,17.1,72.3,1.9,-3.21,72.5
2022,Mid-American,6,Ball State,31,4,9,0.452,,103.4,106.8,-3.4,25.4,57.5,0.442,8.5,23.7,0.361,0.516,14.9,21.5,0.694,9.7,35.6,13.2,6.1,2.4,14.0,17.9,76.8,-7.99,-4.56,71.6
2022,Mid-American,7,Miami (OH),32,5,9,0.438,,108.3,105.7,2.6,27.2,61.9,0.439,9.1,26.4,0.346,0.513,11.8,14.9,0.787,9.8,34.6,13.8,5.5,3.2,10.4,16.0,73.5,-6.35,-4.14,68.9
2022,Mid-American,8,Bowling Green,31,3,10,0.419,,107.1,107.4,-0.3,28.4,65.3,0.435,8.2,24.2,0.34,0.498,15.2,20.5,0.739,12.1,38.8,12.6,7.3,3.4,12.3,17.7,80.5,-8.82,-4.44,74.4
