year,conference,Rk,School,G,W,L,W%,,ORtg,DRtg,NRtg,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,SRS,SOS,Pace
2015,West Coast,10,Pacific,31,5,8,0.387,,102.5,108.6,-6.1,22.0,52.7,0.417,6.5,18.8,0.346,0.479,13.9,21.5,0.648,12.4,34.7,11.7,4.0,2.4,12.6,21.5,68.2,-3.19,3.31,62.0
2016,West Coast,1,Gonzaga,36,9,2,0.778,,115.4,95.9,19.5,28.1,57.8,0.486,7.8,20.5,0.381,0.553,14.9,19.7,0.758,10.6,39.6,13.9,5.1,3.1,11.6,17.3,65.6,16.92,4.23,68.1
2016,West Coast,2,Saint Mary's,35,7,4,0.829,,118.1,97.7,20.4,27.2,53.9,0.504,8.7,21.3,0.406,0.584,10.6,15.4,0.688,8.9,35.0,16.7,4.8,3.4,9.6,15.4,60.9,13.6,1.24,62.3
2016,West Coast,3,BYU,37,6,6,0.703,,112.6,98.0,14.6,29.6,64.0,0.463,8.9,23.3,0.382,0.532,15.4,22.4,0.69,11.9,40.9,16.5,6.9,4.4,11.7,18.6,72.8,12.36,2.36,74.0
2016,West Coast,4,Pepperdine,32,6,8,0.563,,105.9,103.1,2.8,26.3,58.2,0.451,5.1,14.7,0.345,0.495,15.8,23.6,0.672,11.0,36.9,14.3,5.8,2.9,11.2,18.6,71.5,2.33,1.68,68.3
2016,West Coast,5,San Francisco,30,5,7,0.5,,107.8,109.3,-1.5,26.9,61.3,0.439,7.8,22.0,0.354,0.503,16.0,23.6,0.678,12.9,39.4,12.4,5.4,2.9,12.6,20.6,78.7,-2.92,-0.68,70.9
2016,West Coast,6,Santa Clara,31,3,9,0.355,,99.2,108.2,-9.0,23.0,56.2,0.41,7.5,21.8,0.344,0.476,13.7,19.1,0.718,9.0,33.8,12.4,4.3,2.7,11.3,19.8,73.3,-4.67,1.86,66.4
2016,West Coast,7,Loyola Marymount,31,5,10,0.452,,102.7,107.9,-5.2,25.7,61.4,0.418,7.3,21.6,0.339,0.478,12.5,17.3,0.726,11.3,33.8,15.5,6.8,2.9,11.4,20.4,74.8,-3.63,0.87,68.0
2016,West Coast,8,Pacific,28,2,11,0.286,,100.8,104.0,-3.2,24.5,55.7,0.439,6.8,20.6,0.33,0.5,13.9,20.5,0.675,10.1,35.5,12.9,4.5,2.5,13.7,22.8,71.8,-3.57,2.35,67.8
2016,West Coast,9,Portland,32,3,9,0.375,,106.3,109.3,-3.0,27.1,62.9,0.431,9.0,24.6,0.367,0.503,14.3,19.8,0.724,11.5,35.3,13.3,6.5,4.0,12.2,21.8,79.8,-2.21,0.56,72.7
2016,West Coast,10,San Diego,30,1,11,0.3,,91.2,103.8,-12.6,21.0,53.8,0.39,6.4,22.4,0.285,0.45,12.3,18.6,0.662,9.6,33.2,10.9,4.6,3.9,13.7,21.3,69.1,-7.78,1.42,66.6
2017,West Coast,1,Gonzaga,39,9,0,0.949,,116.5,86.7,29.8,29.5,58.5,0.504,7.3,19.2,0.382,0.567,16.4,22.8,0.717,9.7,40.7,15.3,6.8,4.7,11.5,16.9,61.5,25.26,4.13,70.9
2017,West Coast,2,Saint Mary's,34,10,1,0.853,,117.6,93.8,23.8,26.2,52.9,0.496,8.6,21.9,0.394,0.578,10.9,14.7,0.745,9.5,35.4,16.6,4.2,3.2,10.7,15.1,57.5,16.75,2.19,61.3
2017,West Coast,3,BYU,34,5,4,0.647,,106.7,98.3,8.4,27.6,60.5,0.456,6.8,19.6,0.344,0.511,18.7,25.6,0.733,10.7,41.7,15.7,6.6,4.6,13.8,19.3,74.3,8.22,1.87,75.6
2017,West Coast,4,San Francisco,33,5,7,0.606,,103.2,97.1,6.1,26.3,58.6,0.449,9.1,25.9,0.35,0.526,9.9,15.6,0.636,9.5,36.0,13.0,6.7,2.8,12.6,19.4,67.3,3.8,0.42,69.4
2017,West Coast,5,Santa Clara,33,5,7,0.515,,103.1,101.0,2.2,23.6,54.1,0.436,9.6,25.2,0.382,0.525,10.0,13.7,0.732,6.2,29.7,14.1,5.2,2.0,10.3,18.7,65.4,2.69,2.03,63.8
2017,West Coast,6,Loyola Marymount,30,5,7,0.5,,101.7,102.3,-0.6,26.0,58.5,0.444,7.2,20.5,0.353,0.506,11.3,18.2,0.62,11.1,34.1,14.8,7.6,4.0,13.2,20.3,70.8,-0.47,1.6,69.0
